"Patient_ID","Age","Gender","Year","Genetic_Risk","Air_Pollution","Alcohol_Use","Smoking","Obesity_Level","Cancer_Type","Cancer_Stage","Treatment_Cost_USD","Survival_Years","Target_Severity_Score","Gender_n","Stage_n","City","Country","diagnostico","Dieta_rica_en_grasas_animales","Sedentarismo","Diabetes_tipo_2","Antecedentes_Familiares","Componente_Hereditario","Sindromes_Predisponentes","Enfermedad_Inflamatoria_Intestinal","FOBT_Resultado_n","FOBT_Resultado..Sangre.en.heces.","CEA_Level_ng_mL..Marcador.Tumoral.","nombre","apellido1","apellido2","altura_cm","peso_kg","dni","nuss"
"PT0030113",37,"Female",2019,9.6,3.6,8.2,0,5.6,"Colon","Stage I",13537.99,6.6,5.98,1,1,"Barcelona","Spain",1,0,1,0,0,1,0,0,1,"Positive",9.09,"Ana","Martinez","Perez",194.1,52.6,"27775244F","084565818055"
"PT0030123",21,"Male",2018,6,7.4,7,5.6,5.9,"Colon","Stage 0",53725.59,5.3,6,0,0,"Barcelona","Spain",1,1,0,0,0,0,0,0,1,"Positive",13.42,"Luis","Martinez","Lopez",192.6,71.4,"93256315D","081085050857"
"PT0030124",40,"Male",2017,10,1,3.2,6,4.8,"Colon","Stage III",30199.46,9.9,5.71,0,3,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",4.39,"Juan","Sanchez","Martinez",184.7,82.5,"51810545D","088086066475"
"PT0030135",82,"Male",2024,6.5,5.6,1.4,9.6,8.2,"Colon","Stage III",96438.02,8.5,5.16,0,3,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",12.67,"Pedro","Perez","Garcia",123.5,54.7,"79107562M","081318992023"
"PT0030145",29,"Male",2020,7.7,0.8,9.5,8,4.4,"Colon","Stage III",73004.19,3.7,5.66,0,3,"Barcelona","Spain",1,1,1,1,1,0,0,0,1,"Positive",8.68,"Carlos","Martinez","Garcia",189.5,84.8,"81353182C","081355764824"
"PT0030149",40,"Female",2018,2.9,0.7,9.5,9.6,1.6,"Colon","Stage IV",58924.91,2.5,5.01,1,4,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",9.27,"Lucia","Martinez","Sanchez",170.3,65.5,"91633339M","085703663522"
"PT0030151",37,"Male",2015,3.4,8.6,5.3,1,1,"Colon","Stage I",17810.05,2.4,4.71,0,1,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",14.91,"Carlos","Sanchez","Perez",197.4,77,"75493498T","083775500956"
"PT0030166",27,"Female",2016,9,4.3,5.7,4.8,2.8,"Colon","Stage IV",80536.91,3.7,4.93,1,4,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",9.23,"Ana","Perez","Perez",177.8,83,"12467970S","084018470293"
"PT0030170",39,"Female",2022,0.6,4.8,0.2,7.6,3.5,"Colon","Stage 0",21271.25,7.6,4.31,1,0,"Barcelona","Spain",1,1,1,0,1,0,0,0,1,"Positive",8.04,"Maria","Gomez","Garcia",179.9,74.1,"10703106X","083840417602"
"PT0030187",82,"Other",2023,7.8,9.1,1.1,1.2,7.7,"Colon","Stage I",13915.04,4.9,5.82,2,1,"Barcelona","Spain",1,1,1,1,1,0,0,0,0,"Negative",9.3,"Maria","Gomez","Martinez",162.9,72.4,"34143771H","088116211752"
"PT0030205",29,"Other",2021,9.5,4.2,8,9,7.4,"Colon","Stage III",72552.85,0.7,6.82,2,3,"Barcelona","Spain",1,0,1,0,0,1,0,0,1,"Positive",11.73,"Elena","Lopez","Lopez",167.8,104.7,"10226248B","084957643289"
"PT0030208",57,"Male",2024,4,2.6,8.1,8.7,3,"Colon","Stage 0",80530.51,2.4,4.83,0,0,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",6.75,"Pedro","Garcia","Gomez",177.4,101.8,"88181803X","089049351146"
"PT0030210",58,"Male",2023,8.5,7.9,6.2,0.3,6,"Colon","Stage II",68840.38,6,5.1,0,2,"Barcelona","Spain",1,1,1,0,0,1,0,0,1,"Positive",4.04,"Carlos","Gomez","Gomez",196.4,66.1,"69665185W","087931500413"
"PT0030220",84,"Other",2016,5.1,7.3,2,1.2,3,"Colon","Stage II",50045.57,8,3.95,2,2,"Barcelona","Spain",0,0,0,0,1,0,0,0,0,"Negative",2.67,"Maria","Sanchez","Martinez",165.6,67.8,"92316580P","089278805454"
"PT0030221",78,"Male",2019,7.4,8.7,4.7,9.9,3.7,"Colon","Stage 0",39310.96,3,7.05,0,0,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",7.97,"David","Garcia","Sanchez",173.3,54.8,"20448608K","084386022996"
"PT0030233",26,"Male",2021,1.7,6.4,4.1,10,7.6,"Colon","Stage II",62519.05,8.1,5.42,0,2,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",6.3,"Carlos","Perez","Garcia",192.9,70,"60244008Q","086185600443"
"PT0030242",60,"Other",2024,9.2,1.8,1.3,3.2,3.8,"Colon","Stage 0",47931.69,4.8,4.37,2,0,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",7.04,"Elena","Martinez","Garcia",169.3,85.9,"35738110C","089685350036"
"PT0030245",59,"Other",2024,8.1,8,8.5,4.4,9.1,"Colon","Stage II",29127.2,3.5,7.3,2,2,"Barcelona","Spain",1,0,1,1,0,0,0,0,0,"Negative",10.86,"Maria","Gomez","Lopez",178.6,66.5,"23873204D","081242756790"
"PT0030249",37,"Other",2015,8.8,3.5,7.8,7.2,9.1,"Colon","Stage I",76014.52,0.5,6.28,2,1,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",10.18,"Laura","Martinez","Perez",155,37.4,"62287518E","083498191700"
"PT0030259",28,"Female",2017,2.9,3.1,5.3,8.2,8.5,"Colon","Stage III",44067.79,3.1,5.45,1,3,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",2.57,"Ana","Perez","Perez",173.4,61,"35737404G","087840440247"
"PT0030283",29,"Male",2019,2.9,4.4,4.3,0.6,5.2,"Colon","Stage III",43066.89,1.6,3.66,0,3,"Barcelona","Spain",0,0,1,0,1,0,0,0,0,"Negative",3.53,"Javier","Lopez","Sanchez",200.6,76.3,"96901439R","084435331837"
"PT0030288",81,"Other",2021,4.4,9.8,1,8.7,8.3,"Colon","Stage II",53576.48,6.2,6,2,2,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",14.19,"Elena","Gomez","Martinez",184.9,54.4,"95335545Q","081365337815"
"PT0030342",26,"Female",2022,1.2,2.7,4.2,6.3,0.4,"Colon","Stage IV",56739.12,0.3,3.44,1,4,"Barcelona","Spain",0,1,0,0,0,0,0,0,0,"Negative",1.79,"Elena","Garcia","Gomez",147.4,81.3,"53356488F","083023205231"
"PT0030364",36,"Female",2018,6.2,0.1,1.5,6.7,3.1,"Colon","Stage II",46125.25,0.9,4.21,1,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,0,"Negative",6,"Ana","Lopez","Garcia",191.3,80,"77052553T","087237053666"
"PT0030365",31,"Other",2015,1,1.1,8,2.6,9.1,"Colon","Stage I",55381.13,6.1,3.89,2,1,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",4.32,"Lucia","Gomez","Garcia",163.7,42.8,"59008886V","088909030239"
"PT0030367",73,"Other",2016,5.9,4.5,1.7,6.2,5,"Colon","Stage II",10449.91,9.2,5.64,2,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",9.42,"Lucia","Gomez","Martinez",146.8,55.3,"77264482F","081442520008"
"PT0030376",25,"Male",2020,6.6,0.3,1.5,3.6,3.6,"Colon","Stage 0",6109.94,9.4,4.55,0,0,"Barcelona","Spain",1,0,0,1,0,0,0,0,0,"Negative",8.26,"David","Martinez","Sanchez",191.2,73.5,"57894784N","085773210603"
"PT0030385",78,"Male",2020,8.5,3.3,7.7,4.5,8.8,"Colon","Stage III",46810.88,8.4,6.19,0,3,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",11.2,"Carlos","Sanchez","Perez",155.1,67.8,"36775659Q","088610007127"
"PT0030390",88,"Female",2020,8.5,1.2,8.6,4.2,3.4,"Colon","Stage III",69485.57,7.8,4.96,1,3,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",6.5,"Elena","Lopez","Lopez",150,48.5,"45695227T","085049314757"
"PT0030396",45,"Male",2018,7.2,1.4,5.2,1.6,5.1,"Colon","Stage I",20582.11,6.1,4.85,0,1,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",6.76,"Carlos","Gomez","Perez",195.4,71.4,"85571462P","089005171686"
"PT0030402",21,"Female",2017,7.4,1.6,2.1,7.5,5.8,"Colon","Stage II",52196.65,3.7,5.07,1,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",8.26,"Ana","Martinez","Lopez",165.3,71.3,"74252859G","085149963371"
"PT0030408",88,"Other",2017,3.5,3.6,4.3,4.3,2.3,"Colon","Stage II",80640.95,1.4,3.36,2,2,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",1.13,"Ana","Martinez","Lopez",173,68.8,"39700372A","087514049088"
"PT0030416",32,"Male",2018,8.4,9.7,2.9,7.2,0.6,"Colon","Stage IV",39097.1,6.2,6.29,0,4,"Barcelona","Spain",1,0,1,0,0,1,0,0,0,"Negative",14.01,"Javier","Garcia","Garcia",139.5,40.5,"31792835G","083583433983"
"PT0030460",50,"Male",2023,4.6,2.4,3.9,8,4.1,"Colon","Stage 0",73833.58,8.4,4.4,0,0,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",7.59,"Javier","Lopez","Lopez",195.2,101.4,"54733627K","081616799201"
"PT0030462",31,"Male",2019,6.5,5.4,6.5,3.3,3.6,"Colon","Stage IV",24760.58,3,5.61,0,4,"Barcelona","Spain",1,0,1,0,0,0,0,0,0,"Negative",4.27,"Luis","Gomez","Garcia",178.4,74.2,"47017681T","084052053313"
"PT0030476",83,"Other",2021,2.7,6.4,6.3,6.5,5,"Colon","Stage II",25361.4,5.6,5.74,2,2,"Barcelona","Spain",1,1,0,0,0,0,0,0,1,"Positive",7.65,"Laura","Garcia","Sanchez",153.4,63.6,"26074132K","084565416113"
"PT0030477",28,"Male",2020,8.6,4.2,0.7,9.2,5.5,"Colon","Stage III",64638.44,4.2,5.55,0,3,"Barcelona","Spain",1,1,0,0,0,0,0,0,1,"Positive",7.31,"Carlos","Sanchez","Perez",178,59,"52298535P","089269665630"
"PT0030479",40,"Male",2018,9.4,0,4.9,8.7,3.6,"Colon","Stage I",11568.89,7.9,6.48,0,1,"Barcelona","Spain",1,1,1,1,1,1,1,0,1,"Positive",5.67,"Pedro","Sanchez","Martinez",178.2,53.5,"89204305R","084199869690"
"PT0030487",85,"Male",2015,4.8,0.2,7.4,5.7,8.5,"Colon","Stage II",75717.26,4.4,4.58,0,2,"Barcelona","Spain",1,0,0,1,0,0,0,0,1,"Positive",11.09,"Juan","Martinez","Martinez",163.4,91.2,"75810669R","088997733507"
"PT0030500",65,"Female",2021,6.5,2.3,8.4,3.5,6.5,"Colon","Stage III",29402.28,2.8,5.67,1,3,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",14.49,"Carmen","Martinez","Perez",165,75,"94428519H","085207071921"
"PT0030513",63,"Female",2016,6.8,9.4,6.9,2.7,3.9,"Colon","Stage II",86525.51,7.7,5,1,2,"Barcelona","Spain",1,0,1,0,0,0,1,0,0,"Negative",13.63,"Maria","Martinez","Martinez",183.2,55.2,"98259540K","088957400301"
"PT0030528",85,"Female",2020,4.6,1.5,1.3,7.6,2.6,"Colon","Stage IV",63056.56,5.1,3.86,1,4,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",0.92,"Carmen","Lopez","Sanchez",173.4,46.2,"52878573D","081468736478"
"PT0030542",27,"Male",2018,7.8,4.4,0.2,1.7,0.7,"Colon","Stage IV",9552.09,1.5,4.47,0,4,"Barcelona","Spain",1,0,1,1,1,0,0,0,1,"Positive",4.7,"Javier","Garcia","Garcia",155.6,95.1,"72813312G","087715164242"
"PT0030545",60,"Female",2024,3.8,4,2.3,9.5,2.3,"Colon","Stage II",23719.4,1.5,5.36,1,2,"Barcelona","Spain",1,0,0,0,0,0,0,0,0,"Negative",12.5,"Elena","Perez","Gomez",194.1,98.2,"97474149B","082666206330"
"PT0030548",57,"Other",2018,3.2,4,0.5,7.1,6.2,"Colon","Stage 0",68293.92,8.6,3.99,2,0,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",4.24,"Laura","Lopez","Sanchez",141,30.2,"66990027C","081002991483"
"PT0030552",50,"Female",2022,5.5,3.3,8.6,2.5,9.4,"Colon","Stage II",95449.09,4.4,4.42,1,2,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",2.2,"Ana","Lopez","Martinez",188.3,56.8,"10410944V","086790714432"
"PT0030571",54,"Other",2023,7.3,7.7,4.9,10,6.2,"Colon","Stage II",37633.92,7.9,7.22,2,2,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",13.99,"Ana","Gomez","Garcia",175.6,43.7,"44717233N","085677284673"
"PT0030574",83,"Other",2018,1.5,5,2.7,7.3,1.6,"Colon","Stage I",22065.17,1.8,4.63,2,1,"Barcelona","Spain",1,1,0,0,0,0,0,0,1,"Positive",5.22,"Maria","Garcia","Perez",152.3,60.6,"48335111J","088898492605"
"PT0030577",52,"Male",2015,4.7,5.9,3,8.9,1.5,"Colon","Stage IV",59501.93,2.8,5.01,0,4,"Barcelona","Spain",1,1,0,0,0,0,0,0,1,"Positive",12.16,"Luis","Gomez","Garcia",135.2,73.1,"35347517J","087585649741"
"PT0030597",61,"Male",2022,7.1,3.8,4,7.5,7.2,"Colon","Stage III",49299.09,8,5.82,0,3,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",6.88,"Luis","Perez","Gomez",174.2,69.2,"38680859B","089668506691"
"PT0030619",45,"Other",2022,5.9,1,4.7,2.9,8.2,"Colon","Stage III",42687.79,4.8,4.58,2,3,"Barcelona","Spain",1,0,1,0,0,0,1,0,1,"Positive",3.51,"Ana","Martinez","Garcia",161,74.5,"16190066K","085293779514"
"PT0030621",63,"Other",2018,7.5,0.2,6,8,7.7,"Colon","Stage II",96038.03,4.9,4.88,2,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",5.39,"Lucia","Garcia","Garcia",183.6,69.9,"28417537W","085374761780"
"PT0030622",45,"Female",2023,6,4.4,3.3,4.4,2.2,"Colon","Stage I",92699.84,4,3.6,1,1,"Barcelona","Spain",0,1,0,0,0,0,0,0,0,"Negative",2.23,"Elena","Martinez","Garcia",166.8,57.7,"60878671V","082270527768"
"PT0030625",78,"Other",2018,1,1.8,1.1,0.1,1.5,"Colon","Stage III",85048.72,1.5,1.1,2,3,"Barcelona","Spain",0,0,1,0,0,0,0,0,0,"Negative",3.01,"Lucia","Gomez","Martinez",172.6,52.4,"34575990K","088552414284"
"PT0030631",64,"Female",2023,8.9,6.1,2.8,4.5,9,"Colon","Stage 0",94607.39,6.3,5.02,1,0,"Barcelona","Spain",1,0,1,0,1,1,0,0,1,"Positive",11.25,"Lucia","Garcia","Garcia",187.3,71.2,"64969437A","088588938121"
"PT0030641",45,"Female",2016,1.9,9.3,4.7,3.8,6.3,"Colon","Stage III",78152.26,8,4.31,1,3,"Barcelona","Spain",1,1,1,1,1,0,0,1,1,"Positive",7.17,"Elena","Lopez","Sanchez",170.6,60.2,"28616016Z","083955576204"
"PT0030646",72,"Male",2024,8,1.2,1.3,6.4,8,"Colon","Stage IV",76025.73,3.8,4.53,0,4,"Barcelona","Spain",1,0,1,1,0,0,0,0,1,"Positive",8.76,"Juan","Lopez","Perez",209.1,63.6,"70258548B","081475763423"
"PT0030663",41,"Female",2024,8.8,6.6,4.1,5.4,7.3,"Colon","Stage I",42294.88,3,6.33,1,1,"Barcelona","Spain",1,1,1,0,0,1,0,0,1,"Positive",11.59,"Carmen","Martinez","Martinez",182.6,51.4,"75914734Z","087824998655"
"PT0030668",72,"Other",2018,9.7,2.7,7.9,9.4,9.4,"Colon","Stage II",91169.04,6.1,6.53,2,2,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",13.78,"Ana","Lopez","Sanchez",154,62.8,"63308616N","088511467756"
"PT0030681",23,"Female",2015,6.8,0.3,5.8,6.3,9.5,"Colon","Stage II",67302.82,9.6,5.14,1,2,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",12.92,"Laura","Gomez","Martinez",174.9,53.7,"77270908Q","088127596522"
"PT0030691",66,"Other",2020,3,5.2,3.7,3.7,8.4,"Colon","Stage IV",21107.66,7.8,5.09,2,4,"Barcelona","Spain",1,1,0,0,0,0,0,0,1,"Positive",12.56,"Carmen","Martinez","Lopez",160.2,91.7,"73669547H","086353553923"
"PT0030692",53,"Male",2021,1.7,2.9,9.8,5.6,7.2,"Colon","Stage I",81834.41,1.6,4.45,0,1,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",3.73,"Luis","Perez","Martinez",169.7,58.7,"71584706N","088364724540"
"PT0030693",46,"Female",2019,8.7,2.1,4.3,1.8,5.7,"Colon","Stage I",90603.9,0.9,3.82,1,1,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",2.15,"Maria","Martinez","Sanchez",181,76.4,"33352954X","089312830024"
"PT0030696",52,"Female",2021,7.3,3.1,7.5,3.5,3.3,"Colon","Stage III",75548.8,10,4.57,1,3,"Barcelona","Spain",1,0,1,1,0,0,0,0,1,"Positive",1.21,"Elena","Gomez","Martinez",139.9,60.9,"71716144M","082520550726"
"PT0030712",55,"Other",2022,6.8,1.1,0.3,5.6,4,"Colon","Stage II",48460.58,3.4,4.12,2,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",9.13,"Elena","Sanchez","Sanchez",158.1,70.7,"68060457F","088501187877"
"PT0030717",23,"Other",2017,3.5,4.1,5.9,2.1,6.6,"Colon","Stage III",37472.23,6.9,4.53,2,3,"Barcelona","Spain",1,0,0,0,0,0,0,0,0,"Negative",12.63,"Carmen","Sanchez","Garcia",169.9,51.4,"65582651Z","087960852714"
"PT0030748",29,"Male",2018,5,2.5,0.5,2,0.5,"Colon","Stage III",68708.68,8.6,2.53,0,3,"Barcelona","Spain",0,0,1,0,0,0,0,0,0,"Negative",1.77,"Juan","Gomez","Lopez",154.8,57.5,"61264980H","082082754966"
"PT0030755",60,"Male",2017,5.9,8.5,5.5,2.8,3.4,"Colon","Stage II",89019.02,8.7,4.4,0,2,"Barcelona","Spain",1,1,1,1,1,0,0,0,1,"Positive",9.42,"Juan","Lopez","Sanchez",159,77.1,"94219348D","081576870866"
"PT0030759",67,"Other",2016,6.7,9.4,9.8,1,6.9,"Colon","Stage IV",14389.02,0.2,6.82,2,4,"Barcelona","Spain",1,0,0,1,0,0,0,0,1,"Positive",15.67,"Ana","Sanchez","Perez",184.1,43.9,"89289429W","089753322380"
"PT0030760",83,"Female",2020,1.9,3.1,5.7,9.1,8.3,"Colon","Stage III",18715.06,1.9,5.98,1,3,"Barcelona","Spain",1,1,0,0,0,1,0,0,1,"Positive",10.34,"Carmen","Martinez","Garcia",171.4,81.2,"97002024F","082466358139"
"PT0030771",85,"Other",2019,0,6.2,9.6,3.7,3.1,"Colon","Stage I",46292.98,1.1,4.49,2,1,"Barcelona","Spain",1,0,0,1,0,1,0,0,1,"Positive",6.72,"Carmen","Perez","Lopez",170.6,46.6,"46652241F","086983729981"
"PT0030777",22,"Other",2019,5.6,4,7.9,8.9,7.6,"Colon","Stage III",67629.1,0.6,6.09,2,3,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",0.44,"Elena","Garcia","Gomez",150.3,49.4,"90061094V","088444068823"
"PT0030779",80,"Male",2023,7.8,9.4,6.1,8.2,2.2,"Colon","Stage I",28245.76,2.3,7.18,0,1,"Barcelona","Spain",1,0,1,0,1,0,1,0,0,"Negative",13.56,"Carlos","Sanchez","Lopez",174.1,80.8,"87127994S","088898897274"
"PT0030785",66,"Female",2022,5.9,4.3,7.3,0.1,5.9,"Colon","Stage IV",73904.98,2.9,4.05,1,4,"Barcelona","Spain",1,0,0,1,0,0,0,0,1,"Positive",7.7,"Elena","Sanchez","Lopez",171.4,49.1,"49524631L","083416760705"
"PT0030787",46,"Male",2019,9.7,3.1,6.9,0.4,7.1,"Colon","Stage I",24055.57,2.5,5.75,0,1,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",10.73,"David","Garcia","Lopez",158.1,66.1,"34542192X","085393131358"
"PT0030793",37,"Female",2015,5.6,1.6,2.9,10,8.6,"Colon","Stage II",74388.48,5.4,5.17,1,2,"Barcelona","Spain",1,0,0,0,0,0,0,0,0,"Negative",0.92,"Maria","Sanchez","Lopez",209,47.6,"56133168N","088038140391"
"PT0030816",24,"Female",2021,8.2,0.6,5.4,3.1,2.5,"Colon","Stage III",44970.81,0.5,4.51,1,3,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",11.11,"Elena","Gomez","Martinez",151,75.9,"56406771F","085681344630"
"PT0030828",36,"Female",2023,2.9,2.3,0.4,5,4.7,"Colon","Stage I",43416.94,5.6,3.59,1,1,"Barcelona","Spain",0,0,1,0,0,0,0,0,0,"Negative",3.74,"Ana","Perez","Garcia",158.4,77.4,"54721436C","085293041304"
"PT0030841",53,"Other",2022,0.2,9.5,1.5,2.9,3.3,"Colon","Stage III",46180.53,2.1,3.68,2,3,"Barcelona","Spain",0,0,1,0,0,0,0,0,0,"Negative",3.07,"Maria","Gomez","Martinez",180.8,83.1,"43886872C","081069903295"
"PT0030857",29,"Male",2024,2.2,6.4,6.7,4.7,9.2,"Colon","Stage 0",29391.66,0.1,5.68,0,0,"Barcelona","Spain",1,1,0,1,1,0,0,0,1,"Positive",3.59,"David","Sanchez","Martinez",208.9,50.2,"64338619Y","083635879863"
"PT0030865",86,"Male",2019,2.8,3.3,9.8,0.8,8.7,"Colon","Stage 0",70248.15,7.4,4.15,0,0,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",4.84,"Juan","Gomez","Perez",169.1,55.2,"88963593F","086630959674"
"PT0030871",89,"Male",2017,0.5,9.1,3.1,2.4,1.1,"Colon","Stage I",93846.3,6.3,2.64,0,1,"Barcelona","Spain",0,0,1,0,0,0,0,0,0,"Negative",2.51,"David","Garcia","Perez",213,87.2,"13826308L","084347183489"
"PT0030901",68,"Male",2023,9.3,5.6,9.6,0.5,5.6,"Colon","Stage I",26680.84,5.5,6.27,0,1,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",3.57,"Juan","Sanchez","Gomez",178.5,106.7,"72957483B","084204458400"
"PT0030909",42,"Female",2023,4.7,1.4,4.2,5.5,5.8,"Colon","Stage I",30469.78,1.8,4.85,1,1,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",7.66,"Laura","Sanchez","Sanchez",157.9,61.9,"38391840X","083187089559"
"PT0030914",72,"Male",2018,3.6,8.9,3.5,8.7,9,"Colon","Stage 0",64078.65,4.4,5.94,0,0,"Barcelona","Spain",1,1,0,0,0,0,0,0,1,"Positive",11.2,"Luis","Gomez","Perez",154,72.2,"33026378B","085058426996"
"PT0030917",80,"Male",2021,8.6,6.7,3.8,6.1,9.6,"Colon","Stage I",8625.5,6.5,7.3,0,1,"Barcelona","Spain",1,1,1,0,0,0,0,0,0,"Negative",10.54,"Pedro","Gomez","Martinez",207.3,80.5,"19798113N","088794383818"
"PT0030918",52,"Other",2015,7.2,3.7,7.3,9.6,4.5,"Colon","Stage III",91572.36,8.7,5.63,2,3,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",7,"Maria","Garcia","Perez",148.8,81,"87900958H","084308604872"
"PT0030924",29,"Male",2018,8.4,7.7,7.3,1.1,5.7,"Colon","Stage 0",15682.95,0.8,6.41,0,0,"Barcelona","Spain",1,1,1,1,0,0,0,0,1,"Positive",11.19,"Luis","Gomez","Garcia",168.4,80.1,"21930401Q","085745065445"
"PT0030928",61,"Female",2021,7.8,3.6,5.2,8.6,1.4,"Colon","Stage II",79979.2,5.3,5.14,1,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",19.38,"Maria","Gomez","Perez",162.2,94.4,"26927139G","085754095337"
"PT0030941",46,"Male",2024,7.8,2.9,6.7,0.2,8.2,"Colon","Stage 0",78836.19,3.6,4.28,0,0,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",9.16,"Carlos","Gomez","Lopez",190.1,77.2,"61990548M","088612415252"
"PT0030945",76,"Male",2019,8.6,2.6,2.9,5.7,0.1,"Colon","Stage IV",24067.41,9.6,5.21,0,4,"Barcelona","Spain",1,0,0,1,0,0,0,0,1,"Positive",3.52,"Juan","Sanchez","Garcia",160.4,89.5,"36934774V","084956529813"
"PT0030955",77,"Other",2024,8.7,6.3,0.2,6,6.1,"Colon","Stage 0",50805.33,2,5.51,2,0,"Barcelona","Spain",1,1,1,0,1,0,0,0,1,"Positive",8.67,"Elena","Lopez","Martinez",166.6,60.8,"33582658J","081148745808"
"PT0030963",37,"Male",2018,9.4,5.2,5.5,4,3.9,"Colon","Stage II",60614.22,0.5,5.46,0,2,"Barcelona","Spain",1,0,1,0,1,0,1,0,1,"Positive",9.01,"David","Garcia","Lopez",194.6,51.3,"30378259C","088129948063"
"PT0030971",88,"Male",2018,9.1,9,5.1,8,5.5,"Colon","Stage IV",89198.39,6.2,6.3,0,4,"Barcelona","Spain",1,0,0,0,1,0,1,0,1,"Positive",2.37,"Carlos","Sanchez","Gomez",199.9,88.8,"71202348Y","086160488961"
"PT0030974",81,"Other",2018,5.6,4.1,5.5,5.6,9.5,"Colon","Stage I",82715.04,1.9,4.98,2,1,"Barcelona","Spain",1,0,0,0,1,0,0,0,1,"Positive",10.82,"Maria","Garcia","Lopez",145.7,84.3,"83302177H","088065939783"
"PT0030980",24,"Male",2023,6.5,6,9,2.5,4.6,"Colon","Stage IV",16533.31,3.9,6.18,0,4,"Barcelona","Spain",1,1,0,0,0,0,0,0,1,"Positive",6.52,"Javier","Martinez","Gomez",186.2,37.5,"77151123S","088640866665"
"PT0030992",44,"Female",2023,9.4,0.1,5.6,8.5,6.1,"Colon","Stage I",83197.54,8.4,5.38,1,1,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",12.47,"Laura","Gomez","Sanchez",173.8,67.7,"34004602E","087450442855"
"PT0031002",34,"Other",2017,5.9,1,8.1,6.1,4.5,"Colon","Stage III",60533.66,5.8,5,2,3,"Barcelona","Spain",1,1,1,0,1,0,0,0,1,"Positive",8.26,"Maria","Lopez","Gomez",151.8,77.7,"21183140W","084025308995"
"PT0031011",22,"Other",2021,8.4,2.2,5,1.8,2.4,"Colon","Stage II",96168.21,0.4,3.44,2,2,"Barcelona","Spain",0,0,0,0,1,0,0,0,0,"Negative",1.76,"Maria","Gomez","Lopez",139.4,50.8,"88421784D","089819710800"
"PT0031015",77,"Other",2022,0.1,6.1,7.5,6.8,8.1,"Colon","Stage III",20945.57,2.9,5.81,2,3,"Barcelona","Spain",1,0,1,0,0,0,0,0,0,"Negative",12.5,"Lucia","Garcia","Lopez",151.6,92.1,"88970563P","086836303624"
"PT0031029",87,"Other",2017,0.3,0.8,2.4,8.2,7.7,"Colon","Stage III",81636.41,9.1,3.32,2,3,"Barcelona","Spain",0,0,1,0,0,0,0,0,0,"Negative",3.96,"Laura","Lopez","Martinez",162.6,37,"21885713V","088153756513"
